Dates;OH CN Equity;IAN CN Equity;CNTTF US Equity;N CN Equity;HIP CN Equity;TLRY Corp;HUGE CN Equity;CRON US Equity;APH CN Equity;WEED CN Equity;ACB CN Equity;GWPRF US Equity;SHOP US Equity;SPVNF US Equity;MN CN Equity;LEAF CN Equity;PAOTF US Equity;LULU US Equity;CBIS US Equity;HMMJ CN Equity;GRNH US Equity;MF6 GY Equity;HELIO SS Equity;BYDDF US Equity;GELYF US Equity;BABA UN Equity;TCTZF US Equity;APH US Equity;JD US Equity;9984 JT Equity;ATVI US Equity;EA US Equity;BJK US Equity;APTV US Equity;TEL US Equity;Global X-Nasda;BWA US Equity
30.01.18;;5,08;8,2;2,9;1,3;;;;17,71;30,48;11,62;11,5;124,21;0,25;0,17;20;10,29;79,48;0,08;20,11;0,05;6,6;7,32;9,32;3,13;;58,5;92,55;;9046;71,61;118,7;48,86;94,63;102,33;;56,72
31.01.18;;5;8,23;2,81;1,27;;;;17,67;31,02;11,7;11,5;127,92;0,24;0,17;19,75;10,34;78,21;0,08;20,19;0,05;6,66;6,9;9,44;3,18;;59,21;92,77;;8980;74,13;126,96;49,02;94,88;102,53;;56,26
01.02.18;;4,46;7,51;2,2;1,1;;;;15,48;27,64;10,22;10,77;126,28;0,24;0,16;17,43;10,34;78,81;0,07;18,28;0,04;6,53;6,68;9,24;3,11;;58;92,82;;9083;73,35;128,18;49,43;96,02;103,78;;56,39
02.02.18;;4,07;6,7;1,78;1,02;;;;13,88;24,11;8,5;11,68;125,12;0,2;0,16;15,74;9,91;78,62;0,07;16,45;0,04;6,2;6,54;9,09;3,05;;55,9;91,25;;8956;71,42;124,53;48,09;94,21;102,18;;54,47
05.02.18;;3,73;6,5;1,69;1,01;;;;14,05;24,21;9,25;11,66;118,3;0,18;0,16;16,82;9,73;77,41;0,07;16,9;0,04;5,81;5,98;8,84;3;;53,9;88,41;;8800;67,98;121,64;46,72;91,14;98,72;;52,35
06.02.18;;4,06;7;1,94;1,19;;;;16,64;28,8;11,53;11,38;122,14;0,2;0,15;18;9,62;78,62;0,07;19,14;0,04;5,57;5,6;8,99;2,97;;55,5;88,56;;8369;69,7;123,13;47,25;92,6;99,14;;54,16
07.02.18;;4,01;6,76;2,01;1,19;;;;16,3;27,67;11,15;11,07;123,34;0,18;0,15;17,9;9,62;80,99;0,08;18,74;0,04;5,83;5,98;8,79;2,81;;53,56;88,28;;8688;69,46;123,05;46,85;93,69;99,61;;55
08.02.18;;4,19;6,5;1,9;1,15;;;;15,99;27,15;11,15;11;118,51;0,19;0,15;17,4;9,62;76,67;0,08;18,43;0,04;5,51;5,98;8,5;2,67;;51,7;84,44;;8773;65,83;116,54;45,83;89,27;95,27;;51,94
09.02.18;;4,22;6,41;1,97;1,18;;;;16,08;28,17;11,33;10,45;119,55;0,18;0,14;18;9,69;77,15;0,08;18,81;0,04;5,41;5,88;8,39;2,74;;52,7;84,78;;8808;67,08;120,64;45,29;88,56;96,4;;52,61
12.02.18;;4,52;7,03;1,9;1,17;;;;15,64;26,9;11,31;10,88;127,94;0,19;0,14;18,54;9,69;76,8;0,08;18,81;0,04;7,03;6,06;8,95;2,87;;53,97;86,41;;8808;68,32;122,22;45,65;91,44;98,7;;52,97
13.02.18;;4,62;7,05;1,94;1,12;;;;15,54;26,72;11,15;10,18;126,06;0,18;0,14;19,75;9,69;77,27;0,08;18,73;0,04;6,99;6,08;8,86;2,86;;54,72;86,88;;8992;68,03;122,28;46,08;90,77;98,79;;52,31
14.02.18;;4,37;7,11;1,96;1,08;;;;15,52;27,15;11,14;10,42;137,56;0,18;0,14;20,84;9,86;81,22;0,08;19;0,04;7,07;6,02;9,27;2,92;;56,91;87,34;;8775;69,65;123,77;47,06;92,69;99,74;;53,49
15.02.18;;4,24;7,36;1,93;1,06;;;;14,88;28,06;10,85;10,42;137,95;0,18;0,16;22;9,86;80,92;0,08;18,98;0,04;7,57;6,06;9,36;2,98;;58,55;89,14;;8789;71,99;126,48;47,61;93,33;101,4;;52,67
16.02.18;;4,08;7,04;1,85;1,04;;;;14,06;26,5;10,13;11;137,53;0,18;0,17;20,4;9,86;81,4;0,08;18,15;0,04;7,71;5,96;9,45;2,98;;58,34;89,99;;8806;70,19;126,02;47,77;92,4;102,1;;52,22
19.02.18;;4,08;7,04;1,85;1,04;;;;14,06;26,5;10,13;11;137,53;0,18;0,17;20,4;9,86;81,4;0,08;18,15;0,04;7,5;6;9,45;2,98;;58,34;89,99;;8999;70,19;126,02;47,77;92,4;102,1;;52,22
20.02.18;;3,9;7,28;1,88;1,03;;;;14,93;29,6;10,96;11;142,78;0,19;0,17;20,42;9,86;80,58;0,08;19,04;0,04;7,48;5,9;9,31;2,99;;57,63;90,36;;8922;70,84;126,34;47,89;92,34;102,51;;52,26
21.02.18;;3,76;7,23;1,92;0,94;;;;14,45;28,74;10,72;11,14;132,9;0,19;0,17;19,3;9,86;81,16;0,08;18,58;0,04;7,27;5,72;9,5;3,04;;58,14;90,42;;8873;70,22;124,9;47,97;92,55;102,17;;52,09
22.02.18;;3,79;7,3;1,83;0,98;;;;14,12;28,43;10,77;10;134,18;0,18;0,17;18,88;9,86;80,83;0,07;18,38;0,04;7;6,1;9,45;3,05;;57,69;90,23;;8775;69,49;124,61;47,14;92,94;101,02;;52,24
23.02.18;;3,67;6,99;1,8;0,94;;;;13,89;27,89;10,57;9,5;137;0,18;0,19;18,36;9,86;81,86;0,07;18,07;0,04;7,15;6,12;9,36;3,1;;58,74;90,83;;8896;72,07;127,1;47,68;93,06;102,27;;52,32
26.02.18;;3,3;6,79;1,74;0,85;;;7,76;12,92;27,28;10,16;9,99;136,27;0,17;0,19;18,97;9,86;82,33;0,07;17,84;0,04;7,43;6,14;9,54;3,33;;58,76;92,41;;9050;73,16;128,57;47,77;94,72;104,44;;51,91
27.02.18;;3,08;6,22;1,6;0,76;;;7,62;12,5;26,45;9,89;9,25;137,66;0,17;0,21;18,74;9,5;80,46;0,07;17,13;0,04;7,18;6,56;9,25;3,21;;56,46;91,94;;9113;72,61;125,8;47,08;92,62;104,39;;50,09
28.02.18;;3,4;6,6;1,65;0,81;;;9,17;13,23;27,35;10,4;9,25;138,21;0,17;0,22;19,7;9,5;81,1;0,06;18;0,04;7,03;7,32;9,14;3,25;;54,94;91,39;;8895;73,13;123,7;46,69;91,33;103,09;;49,08
01.03.18;;3,56;6,76;1,76;0,91;;;9,69;14,04;29,96;10,8;9,2;136,85;0,17;0,21;20,19;9,05;81,04;0,06;17,5;0,04;6,67;7,54;9;3,2;;55,6;88,95;;8797;72,01;122,17;46,02;87,77;100,08;;48,32
02.03.18;;3,53;6,99;1,71;0,91;;;9,4;13,72;28,99;10,63;8,8;136,75;0,17;0,22;19,9;9,1;82,07;0,07;18,51;0,04;6,73;7,28;8,91;3,13;;55,91;89,65;;8485;74,01;125,09;46,19;88,61;101,38;;48,01
05.03.18;;3,54;7,14;1,77;1,12;;;9,77;14,28;32,37;11,26;8,95;139,29;0,16;0,26;20,5;9,05;81,13;0,07;19,53;0,04;6,75;7;9,25;3,17;;55,11;89,18;;8388;75,1;126,1;46,12;88,82;101,59;;48,72
06.03.18;;3,6;6,96;1,93;1,2;;;9,91;14,2;32,93;11,74;9,12;141,51;0,14;0,27;20,29;9,05;83,69;0,08;19,83;0,04;6,56;7,02;9,62;3,16;;56,33;89,75;;8464;73,92;124,55;46,6;89,95;101,93;;48,87
07.03.18;;3,53;6,81;1,86;1,06;;;9,81;13,66;31,42;11,21;10;143,68;0,14;0,28;19,8;8,71;81,32;0,08;19,29;0,04;6,49;7,1;9,48;3,18;;56,5;90,26;;8384;74,07;127,17;46,41;89,42;102,17;;48,85
08.03.18;;3,4;6,67;2;1,11;;;9,54;13,7;31,81;11,2;9,81;147,41;0,13;0,25;19,4;9,05;80,75;0,08;19,25;0,04;6,35;7,2;9,5;3,15;;56,84;90,58;;8488;76,81;128,82;47,76;89,7;102,83;;49,85
09.03.18;;3,43;6,52;2;1,12;;;9,32;13,99;30,95;11,33;9,6;149,16;0,13;0,25;18,63;9,25;81;0,08;19,12;0,05;6,35;7,08;9,58;3,36;;58,25;92,44;;8598;78,22;128,49;48,65;92,27;105,75;;51,56
12.03.18;;3,45;6,55;2,06;1,14;;;8,75;14,29;32,49;11,65;9,71;148,15;0,14;0,25;18,98;9,52;80,33;0,07;19,38;0,05;6,46;7,12;9,67;3,41;;58,7;92,66;;8636;76,86;128,12;48,8;91,45;105,24;;50,77
13.03.18;;3,56;6,77;2,04;1,13;;;8,63;14,25;31,94;11,4;9,95;145,32;0,15;0,23;19,09;9,47;79,8;0,07;19,29;0,04;6,41;6,72;9,57;3,32;;57,75;92,51;;8697;75,93;126,57;47,95;90,9;104,62;;50,83
14.03.18;;3,56;6,74;2,06;1,14;;;8,4;14,03;31,1;11,3;10,05;146,25;0,14;0,22;19,27;9,15;80,75;0,07;19,03;0,04;6,37;6,7;9,63;3,34;;58,53;91,37;;8660;74,22;127,97;47,63;89,3;103,93;;50,59
15.03.18;;3,55;6,6;2,08;1,18;;;8,13;14,39;31,21;11,25;10,25;147,41;0,15;0,19;19,33;8,93;79,61;0,07;19,29;0,04;6,31;6,52;9,55;3,35;;59,81;91,95;;8636;73,38;129,12;47,65;88,96;104,51;;50,68
16.03.18;;3,51;6,47;2,17;1,27;;;7,82;14,74;32,7;10,91;10,1;147,22;0,16;0,18;19,34;8,13;80,76;0,07;19,21;0,04;6,37;6,36;9,5;3,35;;59,36;92;;8602;71,68;128,52;47,57;89,32;104,44;;51,44
19.03.18;;3,31;6,48;2,31;1,27;;;8,75;14,76;33,68;10,81;9,75;145,62;0,15;0,18;19,22;7,62;80,28;0,08;19,38;0,04;6,3;6,42;9,3;3,38;;58,38;91,34;;8626;71,05;125,44;47,42;87,89;103,37;;50,58
20.03.18;;3,31;6,43;2,1;1,26;;;8,19;14,5;32,96;10,3;9,47;153,11;0,15;0,19;18,9;7,62;81,48;0,08;19,04;0,04;6,3;7,12;9,39;3,51;;59,75;91,7;;8554;71,37;126,85;47,42;87,85;104,54;;50,08
21.03.18;;3,2;6,52;2,09;1,19;;;8;13,85;33,11;10,08;9,8;149,4;0,16;0,18;18,54;7,58;80,7;0,08;18,7;0,04;6,29;6,92;9,46;3,35;;58,29;91,03;;8554;71,61;126;47,25;88,14;104,68;;51,08
22.03.18;;3,21;6,29;1,9;1,14;;;7,39;13,42;31,69;9,63;10,02;145,45;0,15;0,19;17,68;7,05;81,1;0,07;17,93;0,04;6;6,72;9,1;3,15;;52;88,17;;8503;69,76;122,98;46,02;83,79;100,49;;49,84
23.03.18;;3,19;6,35;1,99;1,16;;;7,47;13,17;33,16;10,11;9,8;141,66;0,12;0,19;17,76;7,1;79,51;0,07;18,21;0,04;5,93;7;8,78;3,02;;52,5;85,33;;8097;68,04;121,44;45,13;81,21;96,84;;48,61
26.03.18;;3,15;6,35;1,93;1,16;;;7,46;12,95;34,18;9,9;10,14;136,72;0,13;0,21;18,01;7,1;80,34;0,07;18,13;0,04;5,92;6,9;8,98;3,14;;55,3;87,09;;8080;70,08;126,44;46,24;85,04;98,96;;50,31
27.03.18;;3;6,34;1,79;1,12;;;7,03;12,67;33,31;9,53;9,48;128,82;0,12;0,21;17,33;6,93;78,71;0,07;17,48;0,04;5,76;6,94;8,63;2,97;;53,33;85,59;;8253;66,29;119,98;45,96;84,33;97,8;;49,2
28.03.18;;2,89;5,93;1,73;1,05;;;6,51;11,89;32,25;9,03;9,48;121,6;0,12;0,22;16,99;6,6;85,96;0,06;16,64;0,04;5,72;6,74;7,98;2,9;;52,47;84,85;;7922;65,97;119,33;45,42;82,82;96,34;;48,65
29.03.18;;3,25;6,14;1,78;1,14;;;6,73;11,49;33,66;9,43;9,5;124,59;0,14;0,22;17,52;6,4;89,12;0,06;17,03;0,04;5,83;6,8;8,03;2,97;;53,48;86,13;;7806;67,46;121,24;46,05;84,97;99,9;;50,23
30.03.18;;3,25;6,14;1,78;1,14;;;6,73;11,49;33,66;9,43;9,5;124,59;0,14;0,22;17,52;6,4;89,12;0,06;17,03;0,04;5,83;6,8;8,03;2,97;;53,48;86,13;;7950;67,46;121,24;46,05;84,97;99,9;;50,23
02.04.18;;3,19;5,6;1,66;1,12;;;6,25;11,25;33,64;9,07;9,43;122,08;0,14;0,22;16,93;6,4;87,27;0,06;16,32;0,04;5,83;6,8;7,8;2,85;;51,4;84,05;;7863;65,09;118,72;45,11;81,58;96,91;;48,84
03.04.18;;3,12;5,2;1,6;1,08;;;5,6;10,06;27,99;8,07;9;119,37;0,11;0,2;16,05;6,4;88,67;0,06;15,28;0,04;5,71;6,8;7,74;2,94;;52,39;84,8;;7752;65,48;119,51;45,47;82,58;98,3;;50,37
04.04.18;;3,08;5,48;1,6;1,05;;;5,6;9,95;27,64;7,62;9,81;120,67;0,12;0,17;15,74;6,4;88,24;0,06;15,15;0,03;5,56;6,6;7,65;2,88;;52,61;84,99;;7618;66,27;120,11;45,45;84,22;98,34;;51,61
05.04.18;;3,25;5,52;1,75;1,08;;;5,9;10,9;28,49;8,44;9,04;120,14;0,12;0,18;15,99;6,4;91,27;0,06;15,84;0,03;5,87;7;7,85;2,94;;52,86;84,77;;7600;66,53;121,23;45,53;85,9;98,79;;52,47
06.04.18;;3,1;5,3;1,67;1,05;;;5,63;10,2;27,69;8,1;9,02;117,42;0,11;0,21;15,4;6,4;89,61;0,06;15,29;0,04;5,51;7,14;7,8;2,85;;50,85;82,57;;7636;64,56;118,36;44,83;83,82;95,91;;51,27
09.04.18;;3,1;4,89;1,68;1;;;5,57;9,7;25,74;7,4;9,17;118,95;0,12;0,21;15,17;6,4;89,64;0,05;14,66;0,04;5,62;7,12;8,03;2,98;;52,12;83,58;;7598;65,77;118,86;45,55;83,67;96,25;;51,57
10.04.18;;3,17;5,02;1,74;1,02;;;6,37;9,89;27,51;7,89;9,21;122,87;0,12;0,17;15,62;6,4;91,01;0,05;15,12;0,04;5,46;7,04;7,99;3,1;;53,72;85,37;;7714;66,52;120,71;46,17;86,03;99,16;;53,01
11.04.18;;3,43;5,09;1,69;1,01;;;6,36;10,09;27,66;7,93;9,5;119,53;0,12;0,17;16,8;6,4;91,08;0,06;15,34;0,04;5,64;6,98;7,96;3,05;;53,05;85,28;;7980;65,85;118,78;46,05;85,4;98,72;;53,21
12.04.18;;3,58;5,1;1,65;1;;;6,68;9,92;27,67;8,04;9,75;120,75;0,11;0,17;18,46;6,4;92,02;0,05;15,59;0,03;5,48;6,88;8,06;3,05;;53,27;86,14;;7988;67,22;121,09;46,74;85,86;99,1;;53,57
13.04.18;;3,96;5,5;1,65;1,06;;;7,12;11,4;29,84;8,73;9,88;117,51;0,1;0,19;19,32;6,4;91,71;0,06;16,62;0,04;5,47;6,9;7,94;2,98;;51,5;85,61;;8028;65,88;120,53;47,02;85,51;99,37;;52,86
16.04.18;;4,25;5,48;1,67;1,06;;;7,73;12,24;30,9;8,93;10,45;116,94;0,12;0,19;20,1;6,4;93,76;0,06;17,02;0,04;5,43;6,92;7,95;2,96;;51,26;86,47;;7997;66,56;122,19;47,3;86,92;99,62;;53,8
17.04.18;;4,36;5,05;1,61;1,03;;;7,44;11,34;29,86;8,44;11,05;125,96;0,11;0,19;19,19;6,4;94,6;0,06;16,74;0,04;5,47;6,88;7,94;2,92;;51,95;86,82;;7970;68,28;124,31;47,51;88,13;100,85;;53,88
18.04.18;;4,1;5,06;1,61;1,01;;;7,33;11,14;30,6;8,63;11,55;127,56;0,11;0,19;18,99;6,4;95;0,06;16,72;0,04;5,48;6,86;7,57;2,82;;51,54;87,2;;8201;68,69;124,93;48,27;87,7;102,18;;53,91
19.04.18;;4,25;5,41;1,66;1,02;;;7,41;11;30,25;8,78;11,4;126,67;0,11;0,19;19,64;6,52;95,29;0,06;16,85;0,04;5,38;6,86;7,64;2,79;;51,53;86,2;;8217;67,68;123,11;47,88;86,02;101,05;;52,67
20.04.18;;4,4;5,49;1,63;1,04;;;7,37;10,6;30,01;8,61;11,45;126,79;0,11;0,18;19,69;6,52;96,31;0,06;16,78;0,04;5,33;6,8;7,44;2,79;;50,48;85,21;;8277;66,3;120,89;47,63;86,31;100,26;;52,76
23.04.18;;4,14;5,49;1,57;1,03;;;7,02;10,09;28,15;8,02;11,11;122,91;0,11;0,18;19,45;6,52;96,64;0,07;16,4;0,04;5,37;6,88;7,42;2,73;;50,59;84,4;;8180;66,23;119,6;47,92;86,54;100,01;;53,05
24.04.18;;4,07;5,46;1,6;1,05;;;7;10,07;28,24;8,24;11,5;123,14;0,1;0,17;19,69;6,52;96,9;0,07;16,4;0,04;5,37;7,1;7,55;2,77;;49,85;82,77;;8208;65,34;118,59;47,33;85,85;97,74;;52,34
25.04.18;;3,99;5,25;1,56;1,02;;;6,88;9,79;27,25;7,8;11,91;120,02;0,1;0,17;20,3;6,52;97,85;0,06;16,18;0,04;5,25;7,06;7,42;2,69;;49,3;82,88;;8218;64,82;116,68;46,84;85,21;94,38;;52,91
26.04.18;;4,07;5,28;1,49;1,02;;;6,92;9,78;27,24;7,85;11,5;124,15;0,11;0,19;20,3;6,52;98,42;0,06;16,13;0,04;5,3;7,2;7,5;2,68;;49,4;83,79;;8168;66,34;119,6;46,73;87,42;93,69;;51,81
27.04.18;;4,2;5,33;1,53;1;;;6,8;9,79;27,7;7,63;11,85;126,62;0,11;0,19;19,94;6,52;99,17;0,06;16,04;0,04;5,32;7,06;7,45;2,67;;49,45;84,28;;8501;65,79;117,47;46,91;86,01;93,23;;49,62
30.04.18;;4,61;5,41;1,6;1,03;;;6,91;10,03;30,34;8,09;10,89;133,63;0,09;0,19;21,06;6,59;99,8;0,06;16,43;0,04;5,18;7,06;7,06;2,68;;49,16;83,71;;8501;66,35;117,98;46,83;84,58;91,75;;48,94
01.05.18;;4,47;5,57;1,6;1;;;6,22;9,85;29,49;7,88;11,4;127,68;0,1;0,19;22,28;6,94;99,7;0,06;16,29;0,03;5,18;7,06;6,94;2,63;;49,16;83,94;;8557;67,8;119,83;47,03;84,53;91,8;;48,54
02.05.18;;4,46;5,65;1,61;1,01;;;5,81;9,84;29,67;7,95;11,2;124,81;0,11;0,18;21,78;6,94;99,74;0,06;16,17;0,04;5,22;6,98;6,84;2,76;;49,64;83,96;;8490;68,39;118,94;47,73;90,03;91,8;;48,44
03.05.18;;4,25;6,06;1,52;0,99;;;5,87;9,92;29,96;8,02;11,65;135,17;0,12;0,17;22,25;6,24;99,86;0,06;16,22;0,04;5,53;7;6,63;2,72;;49,22;84,28;;8490;66,82;120,17;47,56;91,12;91,65;;47,84
04.05.18;;4,35;6,54;1,44;0,98;;;5,88;9,81;29,97;8,03;11,9;136,13;0,11;0,18;23,29;6,59;95,49;0,06;16,43;0,04;5,46;6,8;6,51;2,7;;49,55;85,35;;8490;69,84;123,64;47,75;92,59;92,43;;49,13
07.05.18;;4,57;7,05;1,37;0,96;;;5,67;10,85;29,63;7,78;12,45;138,56;0,12;0,18;22,87;6,59;97,17;0,06;16,55;0,03;6,04;7,2;6,55;2,82;;48,85;85,82;;8461;70,37;123,92;47,67;93,28;92,94;;49,19
08.05.18;;4,47;6,98;1,17;0,93;;;5,54;10,85;29,63;7,78;11,95;143,31;0,13;0,17;22,87;6,59;98,2;0,06;16,56;0,03;6;7,24;6,71;2,92;;49,94;85,74;;8489;69,61;123,89;47,46;93,64;92,92;;49,63
09.05.18;;4,6;6,97;1,36;0,93;;;5,52;11,45;29,87;8,03;11,95;146,1;0,14;0,17;23,3;6,59;98,96;0,06;16,72;0,04;5,97;7,2;6,69;2,92;;50,64;86,31;;8555;71,31;131,01;47,63;94,39;93,46;;49,93
10.05.18;;4,65;6,93;1,5;0,92;;;5,6;11,09;29,75;7,96;12,65;146,23;0,14;0,17;23,06;6,59;97,91;0,06;16,61;0,03;5,87;7,2;6,73;2,93;;52,87;87,27;;8355;72,9;133,76;48,39;96,06;94,28;;50,48
11.05.18;;4,7;7,35;1,64;0,9;;;6,12;11,43;30,3;8,07;12,04;144,47;0,13;0,17;24,85;6,59;98,54;0,06;17,15;0,04;5,83;7,28;6,89;3,01;;52,54;87,98;;8525;71,7;132,81;48,45;96,22;94,58;;50,61
14.05.18;;4,7;7,8;1,73;0,92;;;6,56;12,45;32,37;7,9;11,87;142,64;0,14;0,17;25,26;6,59;98,72;0,06;17,63;0,03;5,8;7,7;6,96;3,05;;52,35;88,19;;8628;71,7;132,53;49,52;95,72;95,05;;50,98
15.05.18;;4,89;7,5;1,59;0,9;;;6,27;13,01;32,51;7,79;12,05;142,5;0,14;0,18;25,13;6,06;98,95;0,06;17,64;0,04;5,75;8,02;6,9;2,93;;50,4;87,86;;8579;70,17;130,11;49;96;94,88;;50,75
16.05.18;;4,7;6,9;1,69;0,88;;;6,04;12,76;32,01;7,46;12,75;142,28;0,11;0,18;23,94;5,75;101,65;0,06;17,38;0,04;5,43;7,74;6,93;2,95;;54;88,35;;8395;70,33;130,86;49,31;97,86;95,31;;51,82
17.05.18;;4,88;6,91;1,66;0,89;;;5,8;11,89;33,13;7,2;12,35;146,1;0,1;0,17;22,3;5,75;102;0,06;17,03;0,04;5,39;7,82;6,75;2,93;;53,05;88,12;;8415;71,66;130,81;49,47;98,23;95,43;;52,39
18.05.18;;4,88;6,85;1,64;0,88;;;6,23;12,26;36,04;7,92;12,75;147,06;0,11;0,17;24,6;5,75;102,82;0,06;17,91;0,04;5,42;7,7;6,74;2,89;;52,24;87,98;;8411;71,99;132;49,35;97,34;95,16;;51,92
21.05.18;;4,88;6,75;1,64;0,88;;;6,57;12,26;36,04;7,92;12,5;144,51;0,11;0,17;24,6;5,75;103,74;0,06;17,91;0,04;5,42;7,54;6,84;2,97;;52,57;88,93;;8412;71,45;132,91;50,29;98,18;95,93;;52,33
22.05.18;;5,04;7,03;1,5;0,87;;;6,24;12,85;39,44;8,38;12,27;138,75;0,11;0,17;25;5,9;102,88;0,06;18,27;0,04;5,52;7,56;6,8;2,95;;52,18;88,1;;8449;71,35;132,18;50;98,14;94,91;;52,67
23.05.18;;5,16;6,91;1,45;0,87;;;6,21;12,7;38,76;8,47;12,71;140,83;0,12;0,17;25,56;5,9;105,27;0,06;18,36;0,04;5,66;7,42;6,88;2,92;;52,71;88,2;;8287;71,74;133,5;49,55;97,89;94,95;;52,17
24.05.18;;5,1;6,73;1,52;0,71;;;6,13;12,2;36,35;8,26;12,89;143,05;0,1;0,18;25,13;5,9;106,41;0,06;17,96;0,04;5,77;7,34;6,71;2,87;;51,93;87,8;;8056;70,8;131,48;49,71;97,68;94,32;;51,55
25.05.18;;5,1;6,62;1,47;0,67;;;6,01;11,9;35;8,02;13;143,64;0,11;0,18;24,51;5,9;106,18;0,06;17,7;0,04;6;7,42;6,67;2,85;;51,7;87,27;;7889;71,46;131,85;49,86;97,65;94,12;;51,46
28.05.18;;5,1;6,62;1,47;0,66;;;6,01;11,98;36,62;8,14;13;143,64;0,11;0,16;24,9;5,9;106,18;0,06;17,91;0,04;6,03;7,58;6,67;2,85;;51,7;87,27;;7889;71,46;131,85;49,86;97,65;94,12;;51,46
29.05.18;;5,04;6,58;1,47;0,68;;0,12;6,02;11,73;36,56;8,14;13,2;143,29;0,11;0,17;25,12;5,9;105,68;0,06;17,76;0,04;5,96;7,44;6,45;2,89;;50,95;86,98;;7697;70,64;131,25;49,35;96,21;92,99;;48,48
30.05.18;;5;6,63;1,41;0,67;;0,13;6,38;11,7;37,07;8,18;13,5;145,84;0,11;0,17;24,97;5,9;105,63;0,06;17,77;0,04;6,22;7,44;6,4;2,86;;50,9;87,57;;7747;70,69;131,37;49,6;96,47;93,95;;49,47
31.05.18;;5,09;6,47;1,37;0,66;;0,13;6,24;11,52;36,74;8,13;13,15;148,09;0,11;0,17;25,23;5,49;105,05;0,06;17,65;0,04;5,85;7,38;6,51;2,85;;51,5;86,93;;7765;70,91;130,91;49,84;97,5;93,08;;48,78
01.06.18;;5,45;6,39;1,44;0,66;;0,13;6,84;11,78;37,7;8,06;13,5;150,8;0,1;0,17;24,63;5,49;122,19;0,06;17,79;0,04;5,87;7,48;6,48;2,84;;52,25;88,37;;7762;73,03;135,69;49,42;99,08;94,59;;49,95
04.06.18;;5,69;6,5;1,54;0,68;;0,12;7;12,03;39,5;8,18;13,5;156,91;0,11;0,16;25,01;5,49;124,98;0,06;18,07;0,04;5,92;7,66;6,63;2,96;;53,45;88,09;;7862;72,79;134,66;49,12;99,45;94,68;;50,36
05.06.18;;5,45;6,83;1,61;0,78;;0,12;6,99;12,16;39,62;8,7;13,16;161,06;0,09;0,16;26,5;5,49;124,05;0,06;18,5;0,04;5,85;7,54;6,73;2,97;;53,91;89,95;;8032;72,77;136,96;48,28;100,13;95,41;;50,44
06.06.18;;5,35;7,1;1,68;0,76;;0,11;7,93;12,79;40,68;9,79;13,64;165,36;0,09;0,16;28,97;5,49;124,19;0,06;19,49;0,04;5,81;7,54;6,95;2,99;;54,8;90,44;;8197;74,79;136,94;48,8;100,99;97,46;;50,77
07.06.18;;5,53;6,74;1,6;0,73;;0,11;7,66;12,06;39,28;9,64;13;161,26;0,1;0,16;28,28;5,49;122,7;0,06;19,18;0,04;5,73;7,52;7,02;3,03;;54,1;90,81;;8248;73,95;136,91;48,67;100,66;97,51;;50,2
08.06.18;;5,63;6,78;1,57;0,72;;0,12;7,23;12,09;39,32;9,29;13;162,81;0,11;0,16;27,52;5,49;122,02;0,06;18,9;0,04;5,57;7,88;6,96;3,01;;53,65;90,91;;8011;74,29;137,87;48,22;100,81;97,25;;50,02
11.06.18;;6,11;6,63;1,5;0,69;;0,1;6,96;11,77;38,34;8,92;12,91;160,24;0,1;0,14;26,8;5,49;122,37;0,07;18,6;0,03;5,52;8,1;6,94;3,09;;53,69;90,72;;8143;75;139,16;48,88;101,82;97,2;;50,28
12.06.18;;6,7;6,17;1,48;0,7;;0,09;6,77;11,49;38,6;8,86;13,54;165,24;0,1;0,14;26,8;5,95;124,96;0,06;18,4;0,04;5,48;8,46;6,78;3,08;;53,06;90,87;;8157;75,94;139,78;49;101,97;97,49;;49,11
13.06.18;;7,16;6,04;1,5;0,67;;0,09;7,12;11,45;39,86;9,02;13,31;165,09;0,1;0,15;27,17;5,95;125,13;0,06;18,44;0,04;5,44;8,3;6,69;3,01;;53;91,05;;8383;76,67;143,28;48,19;101,62;97,14;;48,39
14.06.18;;6,75;6,13;1,45;0,67;;0,09;6,93;11,54;38,54;8,98;12,5;167,94;0,1;0,14;26,5;5,95;125,88;0,07;18,38;0,04;5,54;8,5;6,67;3;;52,94;91,2;;8340;77,71;144,39;48,52;102,61;99,31;;48,82
15.06.18;;6,54;6,24;1,47;0,66;;0,1;7,02;11,63;39,39;9,06;12,3;168,44;0,09;0,14;25,96;6,83;128,37;0,06;18,4;0,04;5,4;8,46;6,54;2,95;;52,25;91,32;;8324;77,41;146,65;47,68;102,73;99;;48,23
18.06.18;;7,42;6,5;1,43;0,65;;0,12;6,78;11,79;40,65;9,13;12,6;172,84;0,1;0,14;26,66;6,83;129,69;0,06;18,6;0,04;5,4;8;6,51;2,91;;51,46;90,8;;8288;77,87;144,86;47,9;102,93;98,28;;47,98
19.06.18;;7,44;6,6;1,48;0,65;;0,13;6,86;11,94;42,53;9,54;12,35;170,61;0,1;0,13;27,82;6,83;128,1;0,06;18,97;0,04;5,32;7,86;6,35;2,83;;50,98;89,68;;8070;77,24;143,09;47,26;100,56;96,73;;47,13
20.06.18;;7,3;6,75;1,52;0,67;;0,15;7,22;12,44;45,36;9,99;13;172,25;0,1;0,12;28,79;6,98;128,27;0,06;19,64;0,04;5,3;7,94;6,21;2,85;;50,84;89,84;;8259;76,84;143,54;47,72;99,58;96,64;;46,9
