Dates;OH CN Equity;IAN CN Equity;CNTTF US Equity;N CN Equity;HIP CN Equity;TLRY Corp;HUGE CN Equity;CRON US Equity;APH CN Equity;WEED CN Equity;ACB CN Equity;GWPRF US Equity;SHOP US Equity;SPVNF US Equity;MN CN Equity;LEAF CN Equity;PAOTF US Equity;LULU US Equity;CBIS US Equity;HMMJ CN Equity;GRNH US Equity;MF6 GY Equity;HELIO SS Equity;BYDDF US Equity;GELYF US Equity;BABA UN Equity;TCTZF US Equity;APH US Equity;JD US Equity;9984 JT Equity;ATVI US Equity;EA US Equity;BJK US Equity;APTV US Equity;TEL US Equity;Global X-Nasda;BWA US Equity
04.01.16;;;;;;;;;1,23;;0,73;5,59;25,72;0,36;;;29,15;55,86;0,01;;0,04;5,45;8,74;5,27;0,51;;19,17;50,87;;5993;37,62;66,1;31,03;;63,44;;42,25
05.01.16;;;;;;;;;1,25;;0,73;5,6;25,31;0,34;;;27,31;55,59;0,01;;0,04;5,43;9,08;5,22;0,49;;19,17;50,3;;5969;37,14;64,94;31,24;;63,27;;41,57
06.01.16;;;;;;;;;1,19;;0,73;5,27;25,3;0,35;;;27,16;54,91;0,01;;0,04;5,5;9,08;5,17;0,46;;18,69;49,11;;5889;36,79;63,68;30,31;;62,08;;40,21
07.01.16;;;;;;;;;1,13;;0,73;5,12;24,67;0,32;;;26,33;54,79;0,01;;0,04;5,5;8,66;4,82;0,44;;17,94;47,34;;5751;36,27;62,46;29,04;;58,79;;37,71
08.01.16;;;;;;;;;1,22;;0,73;4,95;24,93;0,32;;;26,31;53,91;0,01;;0,04;5,33;8,83;4,84;0,45;;18,15;46,63;;5695;35,71;63,13;28,8;;58,15;;36,6
11.01.16;;;;;;;;;1,17;;0,59;4,57;23,87;0,3;;;26,21;54,73;0,01;;0,04;5,44;9,16;4,62;0,43;;17,72;46,27;;5695;36,21;64,21;28,9;;57,92;;36,89
12.01.16;;;;;;;;;1,17;;0,59;4,74;23,74;0,28;;;25,72;56,82;0,01;;0,03;5,48;9,46;4,78;0,43;;17,95;47,43;;5528;37,12;65,62;29;;58,46;;37,4
13.01.16;;;;;;;;;1,23;;0,59;4,57;21,38;0,29;;;24,51;55,97;0,01;;0,03;5,5;8,83;4,61;0,44;;17,39;46,55;;5692;34,86;63,38;28,08;;57,11;;33,84
14.01.16;;;;;;;;;1,21;;0,59;4,77;20,64;0,27;;;24,51;56,63;0,01;;0,03;5,3;8,78;4,82;0,45;;17,8;46,71;;5520;35,4;64,48;28,38;;57,44;;32,86
15.01.16;;;;;;;;;1,2;;0,59;4,5;19,89;0,25;;;23,34;55,71;0,01;;0,03;5,35;8,41;4,53;0,44;;17,05;45,49;;5548;34,91;66,06;27,74;;55,08;;31,07
18.01.16;;;;;;;;;1,22;;0,59;4,5;19,89;0,25;;;23,34;55,71;0,01;;0,03;5,25;8,7;4,53;0,44;;17,05;45,49;;5111;34,91;66,06;27,74;;55,08;;31,07
19.01.16;;;;;;;;;1,22;;0,59;4,35;20,3;0,29;;;23,34;56,74;0,01;;0,03;5,2;8,83;4,85;0,46;;17,72;45,42;;5046;35,15;67,37;28,12;;55,38;;30,34
20.01.16;;;;;;;;;1,18;;0,59;4,91;20,53;0,28;;;21,1;55,95;0,01;;0,03;5,2;8,28;4,56;0,44;;17,1;46,51;;4692;34,71;66,85;27,61;;56,3;;30,13
21.01.16;;;;;;;;;1,2;;0,59;4,74;22,79;0,28;;;21,1;57,09;0,01;;0,03;5,25;8,57;4,5;0,43;;17,59;47,78;;4544;34,56;67,03;27,78;;57,32;;29,23
22.01.16;;;;;;;;;1,2;;0,59;4,87;23,07;0,29;;;23,34;58,03;0,01;;0,03;5,2;8,78;4,65;0,44;;18,09;48,7;;4903;35,92;69,36;28,58;;58;;29,08
25.01.16;;;;;;;;;1,18;;0,55;4,41;23,13;0,31;;;24,86;57,63;0,01;;0,03;5,24;8,49;4,58;0,43;;18,35;48,18;;5019;34,73;69,92;28,48;;56,37;;28,23
26.01.16;;;;;;;;;1,18;;0,55;4,7;23,09;0,31;;;24,51;58,59;0,01;;0,03;5,2;8,45;4,67;0,43;;18,61;48,58;;4849;35,3;70,83;29,02;;57,02;;28,75
27.01.16;;;;;;;;;1,17;;0,55;4,53;22;0,32;;;24,51;58,81;0,01;;0,03;5,26;8,57;4,44;0,42;;18;48,39;;5187;34,07;69,49;29,2;;56,22;;28,99
28.01.16;;;;;;;;;1,16;;0,55;4,16;22,5;0,35;;;24,51;59,6;0,01;;0,03;5,33;8,57;4,47;0,43;;18;48,46;;5099;33,79;69,79;29,67;;55,9;;28,47
29.01.16;;;;;;;;;1,15;;0,55;4,06;23,22;0,35;;;24,51;62,07;0,01;;0,03;5,25;8,49;4,52;0,43;;18,57;49,57;;5265;34,82;64,54;30,73;;57,16;;29,36
01.02.16;;;;;;;;;1,19;;0,55;4,16;23,53;0,34;;;22,32;60,82;0,01;;0,02;5,18;8,66;4,55;0,39;;18,7;49,87;;5455;34,67;64,2;30,78;;57,21;;29,77
02.02.16;;;;;;;;;1,17;;0,55;4,11;22,62;0,34;;;21,53;62,01;0,01;;0,03;5,18;8,62;4,58;0,38;;18,27;49,2;;5252;33,42;60,66;30,01;;54,81;;28,73
03.02.16;;;;;;;;;1,13;;0,55;3,81;23;0,34;;;21;63,02;0,01;;0,03;4,82;8,2;4,55;0,38;;18,03;49,05;;4996;33,12;59,61;30,05;;53,8;;28,45
04.02.16;;;;;;;;;1,15;;0,55;4,27;23,48;0,35;;;21;62,63;0,01;;0,03;5;8,32;4,55;0,38;;18,21;49,57;;5080;31,94;58,73;29,87;;54,9;;29,73
05.02.16;;;;;;;;;1,12;;0,55;3,6;21,87;0,35;;;21;60,75;0,01;;0,03;5,25;8,36;4,54;0,38;;18,21;49,55;;5042;30,53;55,5;29,27;;53,88;;29,45
08.02.16;;;;;;;;;1,1;;0,56;3,53;20,38;0,35;;;19,44;57,96;0,01;;0,03;5,02;7,94;4,41;0,38;;17,6;48,98;;5104;28,72;56,32;28,75;;52,4;;29,03
09.02.16;;;;;;;;;1,08;;0,56;3,28;19,85;0,35;;;18,1;56,88;0,01;;0,02;5,13;7,82;4,38;0,37;;17,27;49,04;;4770;28,81;58,25;28,3;;52,27;;29,61
10.02.16;;;;;;;;;1,08;;0,56;3,62;19,97;0,35;;;18,98;57,68;0,01;;0,02;5,07;7,86;4,48;0,37;;17,6;49,72;;4603;30,15;58,98;28,24;;53,14;;30,35
11.02.16;;;;;;;;;1,06;;0,56;3,8;19,37;0,32;;;18,98;57,22;0,01;;0,02;5,05;7,99;4,3;0,37;;17,06;49,01;;4603;30,52;58,19;28,05;;53,66;;30,19
12.02.16;;;;;;;;;1,07;;0,56;3,57;19,33;0,32;;;19,41;58,84;0,01;;0,03;5,08;8,7;4,22;0,36;;17,05;49,54;;4164;28,12;59,25;29;;54,49;;31,74
15.02.16;;;;;;;;;1,07;;0,56;3,57;19,33;0,32;;;19,41;58,84;0,01;;0,03;5;8,62;4,22;0,36;;17,05;49,54;;4400;28,12;59,25;29;;54,49;;31,74
16.02.16;;;;;;;;;1,11;;0,56;3,64;20,5;0,34;;;19,41;59,8;0,01;;0,02;5,05;8,7;4,7;0,39;;17,94;50,73;;5100;29,42;59,36;29,95;;55,5;;32,4
17.02.16;;;;;;;;;1,14;;0,56;3,97;22,37;0,34;;;21,3;60,51;0,01;;0,02;5,05;8,57;4,88;0,39;;18,16;52,02;;5398;29,45;59,84;30,49;;56,74;;33,59
18.02.16;;;;;;;;;1,18;;0,56;3,7;20,59;0,33;;;21,3;60,66;0,01;;0,02;5;8,36;4,8;0,39;;18,14;52,1;;5297;28,88;58,35;30,53;;57,18;;32,64
19.02.16;;;;;;;;;1,2;;0,56;3,6;20,57;0,34;;;20,2;60,76;0,01;;0,02;5,1;8,2;4,77;0,39;;18,23;52,1;;5088;30,19;59,57;30,41;;57,61;;32,3
22.02.16;;;;;;;;;1,19;;0,56;3,61;21,21;0,34;;;20,2;60,5;0,01;;0,02;5,1;8,57;4,98;0,4;;18,53;52,5;;5095;31,52;63,27;31,4;;58,18;;32,87
23.02.16;;;;;;;;;1,29;;0,56;3,63;20,04;0,34;;;20,2;60,63;0,01;;0,02;5;8,45;4,88;0,4;;18;52,15;;5197;30,73;61,52;30,95;;57,27;;32,12
24.02.16;;;;;;;;;1,17;;0,56;3,63;21,02;0,33;;;20,2;60,81;0,01;;0,02;5;8,41;4,85;0,38;;18;52,43;;5321;31,71;63,2;30,9;;57,04;;32,41
25.02.16;;;;;;;;;1,11;;0,56;3,44;21,66;0,34;;;20,2;61,35;0,01;;0,03;4,98;8,74;4,8;0,37;;17,78;52,72;;5577;32,32;64,68;30,77;;57,41;;32,6
26.02.16;;;;;;;;;1,15;;0,56;3,4;22;0,33;;;20,2;61,56;0,01;;0,02;5;9,16;4,99;0,37;;18,24;52,94;;5585;31,89;64,45;31,1;;57,66;;33,04
29.02.16;;;;;;;;;1,18;;0,56;3,31;22,38;0,33;;;22,77;62,73;0,01;;0,02;4,97;9,08;4,97;0,38;;18,25;53,07;;5574;31,67;64,24;31,18;;56,92;;32,68
01.03.16;;;;;;;;;1,19;;0,56;3,07;22,69;0,35;;;22,77;62,74;0,01;;0,02;4,95;8,66;5,14;0,39;;19,12;54,86;;5621;32,21;65,48;31,98;;58,9;;34,16
02.03.16;;;;0,17;;;;;1,2;;0,56;3,41;24,36;0,34;;;22,77;62,79;0,01;;0,02;4,95;8,49;5,18;0,39;;19,15;55,19;;5621;32,01;66,09;32,15;;59,28;;34,73
03.03.16;;;;0,17;;;;;1,16;;0,56;3,26;24,27;0,33;;;20,86;61,78;0,01;;0,02;4,95;9,33;5,26;0,4;;18,89;55,83;;5859;31,52;64,8;32,49;;60,48;;35,07
04.03.16;;;;0,16;;;;;1,19;;0,56;3,3;25,16;0,34;;;20,86;61,22;0,01;;0,02;5;8,91;5,53;0,44;;19,25;56,2;;5861;31,19;64,43;32,2;;60,06;;35
07.03.16;;;;0,13;;;;;1,19;;0,56;3,37;25,87;0,36;;;20,86;62;0,01;;0,02;5,35;9,04;5,4;0,44;;18,8;56,73;;5754;30,98;63,59;32,09;;60,6;;35,46
08.03.16;;;;0,11;;;;;1,16;;0,56;3,24;26,79;0,4;;;20,86;62,22;0,01;;0,02;5,45;8,66;5,28;0,42;;18,76;55,68;;5851;30,78;62,96;31,17;;59,4;;34,42
09.03.16;;;;0,11;;;;;1,18;;0,56;3,1;26,07;0,49;;;20,38;62,13;0,01;;0,02;5,35;8,57;5,22;0,42;;18,52;55,78;;5741;30,86;63,92;31,83;;59,48;;35,12
10.03.16;;;;0,13;;;;;1,2;;0,56;3,07;25,39;0,48;;;20,38;63,23;0,01;;0,02;5,43;8,7;5,18;0,41;;18,71;55,42;;5732;31,25;63,5;31,91;;59;;34,63
11.03.16;;;;0,12;;;;;1,24;;0,56;3,27;26,7;0,49;;;20,38;64,42;0,01;;0,02;5,43;8,57;5,39;0,43;;19,15;56,17;;5795;31,52;64,47;32,59;;59,72;;35,94
14.03.16;;;;0,1;;;;;1,22;;0,56;7,1;26,58;0,48;;;20,38;64,73;0,02;;0,03;5,08;8,62;5,45;0,43;;19,35;55,67;;5905;32,41;64,79;32,41;;59,37;;35,94
15.03.16;;;;0,11;;;;;1,24;;0,56;6,6;25,83;0,44;;;20,38;62,98;0,01;;0,03;5,25;8,53;5,39;0,43;;19,05;55,52;;5928;32,48;65,72;31,9;;59,15;;35,65
16.03.16;;;;0,11;;;;;1,31;;0,56;6;26,8;0,47;;;20,38;62,28;0,01;;0,03;5,29;8,83;5,35;0,42;;19,6;56,41;;5777;32,79;66;32,71;;59,48;;37,08
17.03.16;;;;0,1;;;;;1,33;;0,56;6,1;27,15;0,5;;;20,38;62,8;0,01;;0,03;5,17;8,7;5,53;0,45;;20,32;57,11;;5742;32,6;64,67;32,98;;60,79;;37,61
18.03.16;;;;0,12;;;;;1,3;;0,56;6;28,49;0,51;;;20,38;62,51;0,01;;0,03;5,29;8,87;5,6;0,45;;20,58;57,64;;5620;32,2;64,32;33,64;;62,23;;37,97
21.03.16;;;;0,12;;;;;1,3;;0,56;6,84;28,04;0,55;;;20,38;60,21;0,02;;0,03;5,26;9,33;5,55;0,45;;20,46;57,19;;5620;32,04;63,94;33,33;;61,81;;37,79
22.03.16;;;;0,12;;;;;1,29;;0,56;7,09;27,51;0,53;;;20,38;60,33;0,02;;0,03;5,26;9,12;5,43;0,44;;20,4;57,27;;5632;32,54;63,87;33,33;;61,71;;37,56
23.03.16;;;;0,13;;;;;1,3;;0,56;6,83;26,2;0,51;;;20,38;60,07;0,02;;0,03;5,19;9,16;5,49;0,48;;20,7;56,86;;5604;32,58;65,05;32,57;;61,02;;36,74
24.03.16;;;;0,13;;;;;1,29;;0,56;6,81;26,99;0,51;;;20,38;60,89;0,02;;0,03;5,1;9,08;5,41;0,47;;20,1;57,17;;5590;32,21;64,24;32,61;;60,96;;36,92
25.03.16;;;;0,13;;;;;1,29;;0,56;6,81;26,99;0,51;;;20,38;60,89;0,02;;0,03;5,1;9,08;5,41;0,47;;20,1;57,17;;5536;32,21;64,24;32,61;;60,96;;36,92
28.03.16;;;;0,13;;;;;1,29;;0,56;6,48;27,59;0,47;;;21,06;60,52;0,02;;0,05;5,1;9,08;5,54;0,47;;20,1;57,22;;5502;32,14;64,64;32,78;;61,03;;37,12
29.03.16;;;;0,13;;;;;1,29;;0,56;6,18;27,97;0,5;;;21,06;61,24;0,02;;0,04;5,08;9,58;5,8;0,49;;20,05;57,79;;5511;33,24;66,03;33,49;;60,92;;37,43
30.03.16;;;;0,12;;;;;1,31;;0,56;5,9;27,77;0,47;;;21,06;67,8;0,02;;0,04;4,98;9,5;5,74;0,5;;20,37;57,71;;5436;34,07;66,41;33,86;;61,18;;37,92
31.03.16;;;;0,13;;;;;1,33;;0,56;6,08;28,21;0,52;;;20,52;67,71;0,02;;0,04;5;9,5;5,74;0,5;;20,35;57,82;;5366;33,84;66,11;34,03;;61,92;;38,4
01.04.16;;;;0,16;;;;;1,33;;0,56;6,34;28,45;0,51;;;20,25;68,69;0,02;;0,05;5;9,16;5,62;0,5;;20;58,48;;5410;34,42;65,92;34,03;;62,05;;37,68
04.04.16;;;;0,14;;;;;1,37;;0,56;6,28;29,3;0,48;;;19,5;67,6;0,02;;0,04;5,02;9,5;5,57;0,47;;20,5;58,22;;5449;34,23;65,74;33,21;;61,27;;35,28
05.04.16;;;;0,14;;;;;1,36;;0,56;6,15;28,75;0,48;;;19,5;66,73;0,02;;0,04;5,11;9,25;5,26;0,48;;20;58,21;;5505;33,71;65,45;32,72;;60,85;;35,18
06.04.16;;;;0,14;;;;;1,29;;0,56;6,47;29,5;0,48;;;19,84;65,74;0,02;;0,04;4,95;8,99;5,38;0,49;;20,65;58,4;;5513;34;65,83;33,38;;61,61;;34,78
07.04.16;;;;0,14;;;;;1,35;;0,56;6,47;29,21;0,43;;;19,84;64,99;0,02;;0,04;4,92;9,08;5,24;0,48;;20,62;57,78;;5604;33,42;63,93;33,38;;60,85;;34,05
08.04.16;;;;0,14;;;;;1,39;;0,56;6,74;29,55;0,44;;;19,84;63,75;0,02;;0,05;5,02;9,08;5,29;0,5;;20,46;58,37;;5691;33,97;64,24;33,27;;61,43;;34,18
11.04.16;;;;0,13;;;;;1,42;;0,56;6,54;29,52;0,44;;;19,84;61,23;0,02;;0,06;4,8;9,12;5,24;0,5;;20,31;58,43;;5677;33,41;63,16;33,12;;61,95;;34,8
12.04.16;;;;0,13;;;;;1,45;;0,56;6,61;29,77;0,43;;;19,84;61,91;0,02;;0,06;4,84;9,08;5,45;0,5;;20,35;58,28;;5740;33,48;62,96;33,61;;62,64;;34,92
13.04.16;;;;0,14;;;;;1,5;;0,56;6,85;29,8;0,59;;;19,84;63,24;0,02;;0,07;4,72;8,99;5,68;0,5;;21,25;59,05;;5878;35,16;64,77;34,1;;63,26;;36,75
14.04.16;;;;0,14;;;;;1,58;;0,56;6,75;30,96;0,54;;;19,84;64,2;0,02;;0,06;4,7;9,08;5,58;0,5;;21,04;58,77;;5974;34,91;64,94;34,07;;63,33;;37,05
15.04.16;;;;0,16;;;;;1,53;;0,56;6,84;30,97;0,55;;;19,84;64,8;0,02;;0,06;4,91;8,87;5,55;0,49;;21,2;58,74;;6015;34,57;66,84;34,2;;63,48;;37,32
18.04.16;;;;0,16;;;;;1,48;;0,56;6,95;31,53;0,54;;;19,1;65,48;0,02;;0,1;4,91;8,78;5,66;0,49;;21,32;58,5;;5759;35,44;66,52;34,5;;63,64;;37,4
19.04.16;;;;0,16;;;;;1,54;;0,56;6,97;32,05;0,57;;;19,67;66,48;0,02;;0,1;4,91;8,74;5,76;0,52;;21,12;58,31;;5998;35,21;66,19;34,97;;63,69;;38,51
20.04.16;;;;0,14;;;;;1,66;;0,56;7,11;31,5;0,58;;;19,67;67,13;0,02;;0,09;4,69;9,04;5,68;0,52;;21,23;57,83;;6002;35,25;65,8;34,64;;61,44;;38,59
21.04.16;;;;0,11;;;;;1,7;;0,56;7,07;31,53;0,54;;;19,67;66,51;0,02;;0,08;4,63;9,25;5,63;0,52;;21;56,84;;6088;35,19;66,18;33,49;;61,1;;38,56
22.04.16;;;;0,1;;;;;1,61;;0,56;7,07;31,81;0,57;;;18,91;66,24;0,02;;0,08;4,5;8,99;5,7;0,52;;20,7;56,96;;6293;34,65;65,87;32,95;;61,22;;38,48
25.04.16;;;;0,11;;;;;1,65;;0,56;7,07;31,13;0,56;;;18,35;66;0,02;;0,07;4,61;8,91;5,6;0,51;;20,28;56,75;;6297;34,92;65,93;33,02;;60,19;;38,44
26.04.16;;;;0,12;;;;;1,64;;0,56;6,93;31,47;0,56;;;18,35;66,45;0,02;;0,07;4,77;8,91;5,7;0,52;;20,83;57,04;;6277;35,21;65,33;33,29;;60,81;;39,93
27.04.16;;;;0,1;;;;;1,55;;0,56;6,96;31,83;0,57;;;18,35;65,64;0,02;;0,07;4,97;8,74;5,8;0,51;;20,47;57,01;;6203;34,37;63,35;33,11;;60,95;;38,62
28.04.16;;;;0,09;;;;;1,52;;0,56;6,88;31,75;0,52;;;20,42;65,57;0,02;;0,07;4,94;8,95;5,88;0,5;;20,83;56,41;;5988;33,9;62,32;32,73;;60,12;;36,45
29.04.16;;;;0,09;;;;;1,52;;0,56;6,7;31,85;0,52;;;20,42;65,55;0,02;;0,06;4,84;8,74;5,87;0,49;;20,28;55,83;;5988;34,47;61,85;32,43;;59,48;;35,92
02.05.16;;;;0,11;;;;;1,51;;0,56;6,8;31,41;0,55;;;20,42;66,72;0,02;;0,06;4,93;8,15;5,86;0,49;;20,1;56,26;;5828;34,58;62,89;33,11;;59,8;;35,69
03.05.16;;;;0,12;;;;;1,49;;0,56;6,6;30,74;0,52;;;20,42;65,54;0,01;;0,07;4,8;8,32;5,76;0,48;;19,8;55,74;;5828;34,11;62,08;32,54;;59,75;;35,79
04.05.16;;;;0,12;;;;;1,45;;0,56;6,5;29,61;0,53;;;19,9;65,2;0,02;;0,08;4,86;8,24;5,64;0,49;;19,55;55,38;;5828;34,28;61,88;32,19;;59,34;;34,38
05.05.16;;;;0,12;;;;;1,39;;0,56;6,58;28,52;0,53;;;19,9;63,41;0,02;;0,08;4,79;8,24;5,62;0,48;;19,55;55,65;;5828;34,91;62,24;32,43;;59,39;;33,85
06.05.16;;;;0,1;;;;;1,41;;0,49;6,55;27,72;0,53;;;18,75;62,81;0,02;;0,08;4,8;8,2;5,51;0,47;;19,89;55,86;;5718;37,87;63,94;32,07;;59,33;;33,93
09.05.16;;;;0,13;;;;;1,44;;0,49;6,52;26,46;0,57;;;18,75;64,03;0,02;;0,07;4,63;8,45;5,35;0,48;;19,8;56,17;;5794;37,15;64,52;32,11;;58,94;;33,84
10.05.16;;;;0,12;;;;;1,48;;0,49;6,46;26,63;0,55;;;18,87;64,21;0,02;;0,08;4,57;8,15;5,46;0,47;;20,1;56,47;;5992;36,41;64,54;32,23;;59,4;;34,24
11.05.16;;;;0,12;;;;;1,44;;0,49;6,57;26,27;0,53;;;18,77;61,99;0,02;;0,08;4,7;8,2;5,38;0,47;;20,34;56,17;;6104;37,11;73,38;32,31;;58,96;;34
12.05.16;;;;0,12;;;;;1,48;;0,49;6,57;26,95;0,54;;;18,77;61,62;0,02;;0,07;4,62;8,45;5,41;0,46;;19,76;55,8;;6063;37,91;75,01;32,4;;58,72;;33,75
13.05.16;;;;0,1;;;;;1,44;;0,49;6,3;26,29;0,52;;;18,77;61,58;0,02;;0,07;4,58;8,36;5,37;0,46;;19,98;55,08;;5838;38,29;75,2;32,19;;57,74;;32,97
16.05.16;;;;0,13;;;;;1,48;;0,49;6,6;26,16;0,49;;;16,44;60,76;0,02;;0,07;4,58;8,36;5,49;0,47;;20,67;55,64;;5821;39,39;76,62;32,69;;58,38;;33,42
17.05.16;;;;0,12;;;;;1,46;;0,49;6,82;26,8;0,48;;;16,79;60,9;0,02;;0,07;4,5;8,03;5,46;0,49;;20,75;55,42;;5928;38,12;75,14;32,76;;58,29;;33,46
18.05.16;;;;0,12;;;;;1,46;;0,49;6,68;26,34;0,49;;;16,27;60,07;0,02;;0,07;4,55;7,61;5,42;0,5;;20,4;55,66;;6010;38,47;74,49;31,9;;58,2;;33,43
19.05.16;;;;0,13;;;;;1,46;;0,49;6,61;25,97;0,43;;;16,27;61,1;0,02;;0,05;4,58;7,57;5,46;0,5;;20,05;55,32;;5993;37,8;73,5;31,78;;57,75;;32,32
20.05.16;;;;0,13;;;;;1,45;;0,49;6,96;26,1;0,47;;;16,27;62,49;0,02;;0,06;4,6;7,57;5,41;0,49;;20,28;56,04;;6105;37,53;73,11;32,06;;57,83;;32,84
23.05.16;;;;0,13;;;;;1,45;;0,49;7,15;26,82;0,47;;;15,75;61,94;0,02;;0,06;4,5;7,19;5,4;0,49;;20,36;56,37;;6131;37,73;73,24;32,26;;57,92;;32,46
24.05.16;;;;0,15;;;;;1,43;;0,49;7,15;27,06;0,46;;;15,75;63,16;0,02;;0,06;4,55;7,31;5,64;0,48;;20,91;57,62;;6059;39,02;75,35;32,47;;59,05;;33,13
25.05.16;;;;0,14;;;;;1,4;;0,49;7,35;28,2;0,46;;;16,56;63,15;0,02;;0,07;4,55;7,48;5,62;0,5;;21,3;57,66;;6206;38,95;74,94;32,97;;59,03;;33,68
26.05.16;;;;0,13;;;;;1,42;;0,49;7,45;27,76;0,46;;;16,56;63,14;0,02;;0,06;4,6;7,48;5,68;0,5;;21,16;57,99;;5975;39,1;75,11;32,84;;59,16;;33,35
27.05.16;;;;0,14;;;;;1,38;;0,49;7,47;28,57;0,44;;;16,56;64,69;0,02;;0,06;4,55;7,57;5,7;0,51;;21,96;58,15;;6053;39,34;75,7;33,03;;59,64;;33,6
30.05.16;;;;0,13;;;;;1,39;;0,49;7,47;28,57;0,44;;;16,56;64,69;0,02;;0,06;4,64;7,31;5,7;0,51;;21,96;58,15;;6175;39,34;75,7;33,03;;59,64;;33,6
31.05.16;;;;0,14;;;;;1,39;;0,49;7,44;29,29;0,43;;;16,56;65,03;0,02;;0,06;4,55;7,57;5,8;0,53;;22,36;58,72;;6228;39,26;76,75;33,42;;60;;34,03
01.06.16;;;;0,13;;;;;1,4;;0,49;7,55;31,07;0,44;;;16,56;66,17;0,02;;0,06;4,69;7,48;5,72;0,53;;21,99;58,81;;6252;38,65;76,62;33,36;;59,61;;33,54
02.06.16;;;;0,13;;;;;1,45;;0,49;7,76;29,84;0,43;;;16,56;67,13;0,02;;0,06;4,56;7,31;5,74;0,53;;21,98;59,09;;6041;38,69;76,58;33,57;;60,17;;34,4
03.06.16;;;;0,13;;;;;1,48;;0,49;7,62;29,58;0,43;;;16,56;67,24;0,02;;0,05;4,6;7,19;5,89;0,52;;22,13;59,26;;6020;37,81;76,36;33,7;;60,26;;33,68
06.06.16;;;;0,12;;;;;1,49;;0,49;7,74;30;0,42;;;17,62;68,75;0,02;;0,05;4,8;7,19;6,07;0,53;;22,57;59,41;;6093;37,76;76,49;33,72;;60,94;;34,37
07.06.16;;;;0,12;;;;;1,47;;0,49;7,65;29,86;0,41;;;17,62;68,14;0,02;;0,06;4,93;7,1;6,07;0,56;;22,82;59,68;;6090;38,13;77,25;33,97;;62,07;;34,85
08.06.16;;;;0,12;;;;;1,43;;0,49;7,64;30,09;0,41;;;17,62;71,48;0,02;;0,05;4,95;7,1;5,99;0,54;;22,45;60,11;;6150;38,12;76,28;34,04;;62,47;;34,62
09.06.16;;;;0,12;;;;;1,44;;0,49;7,47;29,41;0,4;;;16,59;72,32;0,02;;0,05;5,06;6,93;5,86;0,54;;22,44;59,98;;6104;38,54;76,25;33,76;;62,27;;34,66
10.06.16;;;;0,12;;;;;1,48;;0,49;7,44;28,28;0,4;;;16,36;70,54;0,02;;0,05;4,95;6,77;5,81;0,54;;22,31;59,47;;5996;37,77;75,28;33,08;;61,37;;33,66
13.06.16;;;;0,12;;;;;1,41;;0,49;7,15;27,99;0,4;;;16,36;70,21;0,02;;0,04;4,94;6,77;5,69;0,53;;21,5;58,65;;5712;37,63;74,24;32,56;;60,53;;32,75
14.06.16;;;;0,12;;;;;1,43;;0,49;7,01;29,05;0,42;;;15,9;70,38;0,01;;0,04;5,13;6,47;5,53;0,54;;21,39;58,56;;5647;38,41;74,52;32,29;;60,4;;32,15
15.06.16;;;;0,11;;;;;1,43;;0,49;7,2;28,66;0,4;;;15,85;70,73;0,01;;0,05;5,22;6,56;5,68;0,54;;22,35;58,51;;5672;38,33;74,39;32,77;;60,14;;32,6
16.06.16;;;;0,12;;;;;1,46;;0,49;7,09;28,37;0,44;;;15,8;71,79;0,01;;0,05;5,18;6,81;5,58;0,53;;21,98;58,31;;5591;39,03;75;32,38;;60,28;;32,93
17.06.16;;;;0,12;;;;;1,42;;0,49;7,21;28,94;0,43;;;15,8;71,71;0,01;;0,05;5,2;6,72;5,68;0,53;;21,95;57,86;;5577;38,08;74,52;32,38;;60,62;;33,48
20.06.16;;;;0,12;;;;;1,44;;0,49;7,47;29,77;0,43;;;16,66;71,78;0,01;;0,06;5,7;6,85;5,8;0,53;;22,2;58,26;;5761;38,69;75,31;32,91;;61,49;;34,73
21.06.16;;;;0,12;;;;;1,47;;0,49;7,24;29,87;0,44;;;16,39;71,88;0,01;;0,06;5,55;6,85;5,88;0,53;;22,28;58,28;;5842;38,66;75,51;33,02;;61,77;;33,35
22.06.16;;;;0,1;;;;;1,52;;0,49;7,3;29,81;0,42;;;16,39;71,36;0,01;;0,05;5,48;6,85;5,96;0,55;;22,75;58,21;;5994;38,32;74,8;32,99;;61,94;;33,15
23.06.16;;;;0,1;;;;;1,5;;0,49;7,28;31,2;0,43;;;16,39;71,82;0,01;;0,05;5,03;6,72;6;0,54;;23,07;59,54;;6076;38,92;76,05;33,5;;63;;33,7
24.06.16;;;;0,09;;;;;1,5;;0,49;6,94;29,07;0,42;;;13,98;69,62;0,01;;0,05;4,76;6,72;5,74;0,51;;22,64;57,25;;5505;36,98;73,21;31,61;;57,32;;30,5
27.06.16;;;;0,12;;;;;1,51;;0,49;7,23;27,16;0,4;;;13,98;69;0,01;;0,05;5,05;6,51;5,65;0,53;;21,46;55,52;;5655;36,15;71,5;30,15;;54,83;;27,69
28.06.16;;;;0,11;;;;;1,52;;0,49;7,68;28,54;0,4;;;14,21;69,87;0,01;;0,05;5,1;7,23;5,91;0,53;;22,21;55,84;;5668;37,18;72,6;30,63;;55,31;;28,42
29.06.16;;;;0,1;;;;;1,55;;0,49;7,75;30,32;0,39;;;14,21;71,65;0,01;;0,06;5,1;7,23;5,99;0,55;;22,29;56,38;;5808;38,02;73,74;31,25;;56,09;;29,29
